id,cost,category,brand,retail_price,department,fulfillment_id
27802,24.920000045793127,Swim,Nat Nast,41.25,Men,1
27838,27.754689382424054,Swim,Nat Nast,50.18999862670898,Men,1
27848,26.426740323717,Swim,Nat Nast,45.02000045776367,Men,1
27578,19.72635046476648,Swim,Rip Curl,34.95000076293945,Men,1
27755,19.74819104660437,Swim,Rip Curl,33.9900016784668,Men,1
27767,34.426500072702765,Swim,Rip Curl,59.5,Men,1
27798,31.81143982147932,Swim,Rip Curl,53.47999954223633,Men,1
27846,34.729691114177406,Swim,Rip Curl,55.9900016784668,Men,1
27872,39.289500047639,Swim,Rip Curl,69.5,Men,1
27999,29.284200463789706,Swim,Rip Curl,52.200000762939446,Men,1
28095,20.0034309360084,Swim,Rip Curl,36.9900016784668,Men,1
28098,36.366848347672814,Swim,Rip Curl,64.94999694824219,Men,1
28186,20.07699920824915,Swim,Rip Curl,36.09999847412109,Men,1
28264,23.801399212843176,Swim,Rip Curl,40.59999847412109,Men,1
28265,23.17551996770084,Swim,Rip Curl,40.1599998474121,Men,1
28273,24.395541142716112,Swim,Rip Curl,36.9900016784668,Men,1
28288,45.091298324537284,Swim,Rip Curl,79.94999694824217,Men,1
27558,24.562000007927416,Swim,Teal Cove,38.0,Men,1
27642,13.192000023275614,Swim,Joe Snyder,22.0,Men,1
28241,15.751000047475099,Swim,Joe Snyder,27.0,Men,1
27641,19.494081100283267,Swim,Stohlquist,35.58000183105469,Men,1
27870,49.64920114401281,Swim,Stohlquist,78.9000015258789,Men,1
27873,17.838500414282084,Swim,Stohlquist,30.700000762939453,Men,1
27909,28.27999961197376,Swim,Stohlquist,46.79999923706056,Men,1
27596,8.134599792496859,Swim,Gregg Homme,13.899999618530272,Men,1
27633,7.775599824064969,Swim,Gregg Homme,12.899999618530272,Men,1
27720,8.959199777412412,Swim,Gregg Homme,12.899999618530272,Men,1
27883,8.652899790571906,Swim,Gregg Homme,12.899999618530272,Men,1
27902,31.986000096797945,Swim,Gregg Homme,58.0,Men,1
27988,25.101429875726748,Swim,Gregg Homme,40.56999969482422,Men,1
28168,20.951110723703504,Swim,Gregg Homme,35.970001220703125,Men,1
28196,19.37544070973754,Swim,Gregg Homme,33.470001220703125,Men,1
28025,22.660000070929527,Swim,555 Turnpike,40.0,Men,1
28179,17.004129902290998,Swim,Canyon Ridge,29.989999771118164,Men,1
27926,21.372000063583247,Swim,N2N Bodywear,34.0,Men,1
28066,11.320000034570693,Swim,N2N Bodywear,20.0,Men,1
27586,12.793699872187524,Swim,Nvie Designs,19.989999771118164,Men,1
27589,14.161679927557408,Swim,Caribbean Joe,23.989999771118164,Men,1
27731,9.533839892737419,Swim,Caribbean Joe,14.989999771118164,Men,1
27608,20.218720684616567,Swim,Maui and Sons,34.880001068115234,Men,1
28099,25.20416079508901,Swim,Maui and Sons,39.880001068115234,Men,1
28251,40.791500101750714,Swim,Tommy Hilfiger,69.5,Men,1
27982,32.8500001475215,Swim,Island Passport,50.0,Men,1
28067,20.724000026285648,Swim,Pistol Pete Underwear,36.0,Men,1
28076,36.50693111947709,Swim,LRG,58.9900016784668,Men,2
28079,31.15200009346008,Swim,LRG,49.0,Men,2
28065,18.350000041350718,Swim,Tuga,30.0,Men,2
28171,24.952000064775348,Swim,Clever,42.0,Men,2
28193,21.578000079840425,Swim,Clever,38.0,Men,2
27779,24.912500048615037,Swim,Comune,43.5,Men,2
27855,34.260611194140616,Swim,Hatley,52.9900016784668,Men,2
28132,31.22295053994325,Swim,Hatley,52.950000762939446,Men,2
27817,29.80440062650889,Swim,Brixton,47.950000762939446,Men,2
27865,21.25029104206622,Swim,Brixton,35.9900016784668,Men,2
27956,21.6284505221501,Swim,Brixton,37.950000762939446,Men,2
28148,27.16095046156197,Swim,Timoteo,48.950000762939446,Men,2
27996,18.14374991280958,Swim,Champion,29.989999771118164,Men,2
28085,13.49571983732164,Swim,Champion,21.81999969482421,Men,2
28143,15.723249944571405,Swim,Realtree,28.90999984741211,Men,2
28280,11.952600241550803,Swim,Cloudveil,17.850000381469727,Men,2
27765,36.87800005450845,Swim,HUGO BOSS,59.0,Men,2
27769,36.15164919400811,Swim,HUGO BOSS,59.84999847412109,Men,2
27788,44.150000154227016,Swim,HUGO BOSS,69.0,Men,2
27842,19.57709959474169,Swim,HUGO BOSS,34.29999923706055,Men,2
27844,37.9360000923276,Swim,HUGO BOSS,64.0,Men,2
28220,18.149000040441752,Swim,HUGO BOSS,29.5,Men,2
27753,34.433000072091815,Swim,Throwdown,59.0,Men,2
27878,24.873681181162304,Swim,Throwdown,39.9900016784668,Men,2
28172,33.74800003692508,Swim,Throwdown,59.0,Men,2
28189,21.77500004824251,Swim,Wildman T,35.0,Men,2
28005,16.800000040233137,Swim,Ocean Current,27.0,Men,2
28014,16.15700005069375,Swim,Ocean Current,27.0,Men,2
27861,15.620500492889434,Swim,The Beach Depot,24.950000762939453,Men,2
28000,17.2111004891783,Swim,The Beach Depot,29.950000762939453,Men,2
28212,17.698950509934882,Swim,The Beach Depot,29.950000762939453,Men,2
27459,39.180000072158876,Swim,Original Penguin,65.0,Men,2
27565,40.64500008523464,Swim,Original Penguin,65.0,Men,2
27602,34.408859555974004,Swim,Original Penguin,54.459999084472656,Men,2
27654,42.44900008328259,Swim,Original Penguin,69.0,Men,2
27657,38.95000008232892,Swim,Original Penguin,65.0,Men,2
27684,37.800000125914806,Swim,Original Penguin,65.0,Men,2
27701,38.92000009007752,Swim,Original Penguin,65.0,Men,2
27708,31.07725006323308,Swim,Original Penguin,51.75,Men,2
27819,36.14000011235476,Swim,Original Penguin,65.0,Men,2
28221,41.9760001159273,Swim,Original Penguin,69.0,Men,2
28202,35.120000095106654,Swim,Toes on the Nose,60.0,Men,2
28281,37.752000072598456,Swim,Toes on the Nose,58.0,Men,2
28078,41.09439898250103,Swim,Polo Ralph Lauren,74.98999786376953,Men,2
28219,56.064000269398086,Swim,Polo Ralph Lauren,89.5,Men,2
28009,14.244299923532456,Swim,Hook & Tackle Clothing,24.989999771118164,Men,2
27543,20.47200003862381,Swim,,36.0,Men,3
27640,30.15350006306544,Swim,,49.5,Men,3
27538,9.945779879556298,Swim,Elan,15.989999771118164,Men,3
27516,18.182159889690727,Swim,FINIS,31.989999771118164,Men,3
27801,61.69384880169071,Swim,FINIS,99.98999786376952,Men,3
27821,118.89403357221212,Swim,FINIS,199.9900054931641,Men,3
27931,81.01376364855261,Swim,FINIS,129.99000549316406,Men,3
27993,16.310279886597097,Swim,FINIS,27.989999771118164,Men,3
28128,17.563809884688407,Swim,FINIS,29.989999771118164,Men,3
28052,29.605000009387727,Swim,Cocksox,45.0,Men,3
28158,31.848000075016166,Swim,Cocksox,52.0,Men,3
28203,54.48000016212464,Swim,Lacoste,85.0,Men,3
27778,23.34504072447777,Swim,Profile,36.880001068115234,Men,3
28028,22.381920800285343,Swim,Profile,36.880001068115234,Men,3
27841,33.173039274859285,Swim,Pull-in,53.68999862670898,Men,3
27668,49.58000008240342,Swim,Zanerobe,79.0,Men,3
27777,45.68100001439452,Swim,Zanerobe,69.0,Men,3
28063,34.87900012396276,Swim,Zanerobe,59.0,Men,3
28141,48.37400012183935,Swim,Zanerobe,79.0,Men,3
28153,39.26400011926889,Swim,Zanerobe,69.0,Men,3
27712,23.06740013910681,Swim,Ted Baker,36.34000015258789,Men,3
27752,19.71925983433961,Swim,Ted Baker,32.06999969482422,Men,3
28053,23.698320952162444,Swim,Ted Baker,40.4900016784668,Men,3
28083,48.1500000692904,Swim,Ted Baker,75.0,Men,3
28091,54.855000250786546,Swim,Ted Baker,85.0,Men,3
28246,43.60000009611249,Swim,Ted Baker,75.0,Men,3
27944,23.254011063091934,Swim,Brookstone,39.9900016784668,Men,3
27703,22.420000064373017,Swim,Calvin Klein,40.0,Men,3
27724,46.9300002425909,Swim,Calvin Klein,74.0,Men,3
27736,41.210000099241725,Swim,Calvin Klein,74.0,Men,3
27879,27.51400006045588,Swim,Calvin Klein,46.5,Men,3
27911,43.16000012680888,Swim,Calvin Klein,74.0,Men,3
27995,41.16200007498264,Swim,Calvin Klein,74.0,Men,3
27679,14.62500001974404,Swim,Free Country,25.0,Men,3
27898,15.125000045634806,Swim,Free Country,25.0,Men,3
27957,13.900000059604645,Swim,Free Country,25.0,Men,3
28012,11.13439991710186,Swim,Free Country,18.989999771118164,Men,3
27942,21.32800050851703,Swim,Sons of Anarchy,33.95000076293945,Men,3
28105,25.073681181162303,Swim,Island Outfitters,39.9900016784668,Men,3
27465,29.802000054717062,Swim,DC,54.0,Men,4
27714,34.11200012713671,Swim,DC,54.0,Men,4
27803,37.30600010901689,Swim,DC,62.0,Men,4
27808,32.73200010098517,Swim,DC,54.0,Men,4
27901,30.362000167369843,Swim,DC,54.0,Men,4
28055,36.0770000894554,Swim,DC,59.0,Men,4
28215,40.23200008906424,Swim,DC,69.5,Men,4
28228,37.780000092089175,Swim,DC,60.0,Men,4
27757,16.40800002962351,Swim,Jor,28.0,Men,4
27562,23.35000003911555,Swim,IZOD,37.5,Men,4
27746,22.26250006398186,Swim,IZOD,37.5,Men,4
27776,21.450000064820046,Swim,IZOD,37.5,Men,4
28209,35.168000521034,Swim,Enjoi,54.950000762939446,Men,4
27419,23.84300007671117,Swim,Speedo,39.0,Men,4
27421,23.496000035107137,Swim,Speedo,38.0,Men,4
27422,25.880000070482488,Swim,Speedo,44.0,Men,4
27428,20.70800005458296,Swim,Speedo,36.0,Men,4
27431,28.879639034763567,Swim,Speedo,46.7599983215332,Men,4
27432,23.166150426207484,Swim,Speedo,41.950000762939446,Men,4
27434,18.29200050342083,Swim,Speedo,31.950000762939453,Men,4
27436,27.819200500901044,Swim,Speedo,47.950000762939446,Men,4
27438,21.426150552770498,Swim,Speedo,33.95000076293945,Men,4
27440,24.509700523955004,Swim,Speedo,39.950000762939446,Men,4
27444,20.08607995761752,Swim,Speedo,34.15999984741211,Men,4
27448,29.693861126671884,Swim,Speedo,49.9900016784668,Men,4
27454,31.700000062584877,Swim,Speedo,50.0,Men,4
27455,32.49653108012795,Swim,Speedo,48.9900016784668,Men,4
27456,22.094001063689593,Swim,Speedo,37.9900016784668,Men,4
27461,17.199759682079552,Swim,Speedo,31.71999931335449,Men,4
27462,19.716000032424926,Swim,Speedo,34.0,Men,4
27464,23.489351005987825,Swim,Speedo,42.9900016784668,Men,4
27468,29.1580000706017,Swim,Speedo,46.0,Men,4
27469,28.516000106930733,Swim,Speedo,52.0,Men,4
27470,26.63200001716614,Swim,Speedo,48.0,Men,4
27476,18.68618993423268,Swim,Speedo,31.989999771118164,Men,4
27477,26.702000082656742,Swim,Speedo,43.0,Men,4
27478,19.06800050613284,Swim,Speedo,29.950000762939453,Men,4
27479,14.750000048056245,Swim,Speedo,25.0,Men,4
27485,19.76030050344281,Swim,Speedo,34.95000076293945,Men,4
27486,13.450000023841858,Swim,Speedo,25.0,Men,4
27488,21.944000060483813,Swim,Speedo,36.0,Men,4
27492,20.807200485523047,Swim,Speedo,35.95000076293945,Men,4
27496,21.037359570428134,Swim,Speedo,31.71999931335449,Men,4
27504,21.606779690250548,Swim,Speedo,36.38999938964844,Men,4
27505,32.78600005954504,Swim,Speedo,54.0,Men,4
27513,23.70185060253889,Swim,Speedo,37.950000762939446,Men,4
27517,14.42500003874302,Swim,Speedo,25.0,Men,4
27520,15.784469966380595,Swim,Speedo,29.989999771118164,Men,4
27524,20.85430050488077,Swim,Speedo,35.95000076293945,Men,4
27533,84.27199864852427,Swim,Speedo,149.9499969482422,Men,4
27541,19.09805113200732,Swim,Speedo,33.33000183105469,Men,4
27548,27.936000103503467,Swim,Speedo,46.0,Men,4
27554,28.716000106930732,Swim,Speedo,52.0,Men,4
27559,42.852000135183324,Swim,Speedo,72.0,Men,4
27570,16.70000003129244,Swim,Speedo,25.0,Men,4
27573,15.525000031851231,Swim,Speedo,25.0,Men,4
27580,33.192000075336544,Swim,Speedo,54.0,Men,4
27585,26.40900051677972,Swim,Speedo,41.950000762939446,Men,4
27611,17.190799843643603,Swim,Speedo,28.14999961853028,Men,4
27618,17.612100496626553,Swim,Speedo,28.950000762939453,Men,4
27620,32.9280001193285,Swim,Speedo,52.0,Men,4
27624,19.269920342342846,Swim,Speedo,29.520000457763672,Men,4
27627,23.700000064075,Swim,Speedo,40.0,Men,4
27628,37.480000141263005,Swim,Speedo,60.0,Men,4
27646,23.795400462655724,Swim,Speedo,41.950000762939446,Men,4
27648,42.08000020980835,Swim,Speedo,64.0,Men,4
27652,21.616000086069107,Swim,Speedo,38.0,Men,4
27659,25.19360109805465,Swim,Speedo,39.9900016784668,Men,4
27664,29.529931100709067,Swim,Speedo,47.9900016784668,Men,4
27697,29.22615052567553,Swim,Speedo,47.950000762939446,Men,4
27705,20.42100006490945,Swim,Speedo,33.0,Men,4
27707,27.038471076934343,Swim,Speedo,47.9900016784668,Men,4
27725,31.39376113228292,Swim,Speedo,49.9900016784668,Men,4
27732,16.52029975652024,Swim,Speedo,28.229999542236328,Men,4
27737,22.868750068452208,Swim,Speedo,36.75,Men,4
27745,24.59100052764267,Swim,Speedo,43.950000762939446,Men,4
27759,32.375448920334875,Swim,Speedo,50.66999816894531,Men,4
27762,25.2680504422009,Swim,Speedo,43.950000762939446,Men,4
27789,30.69370109840408,Swim,Speedo,49.9900016784668,Men,4
27843,29.336589016720502,Swim,Speedo,50.66999816894531,Men,4
27845,22.5104788651359,Swim,Speedo,35.41999816894531,Men,4
27866,19.784399497410647,Swim,Speedo,31.8799991607666,Men,4
27880,17.84152032050632,Swim,Speedo,29.520000457763672,Men,4
27890,33.14200008288026,Swim,Speedo,54.0,Men,4
27962,17.39576033251524,Swim,Speedo,29.520000457763672,Men,4
28047,20.843750541936608,Swim,Speedo,34.95000076293945,Men,4
28048,29.913851087677852,Swim,Speedo,47.9900016784668,Men,4
28058,17.532000041008,Swim,Speedo,32.0,Men,4
28059,27.6620000673458,Swim,Speedo,46.0,Men,4
28081,22.283860234163104,Swim,Speedo,40.180000305175774,Men,4
28110,19.95868985759973,Swim,Speedo,35.72999954223633,Men,4
28145,26.322000001370906,Swim,Speedo,46.0,Men,4
28177,18.303300527938458,Swim,Speedo,30.950000762939453,Men,4
28257,38.81368124136299,Swim,Speedo,59.9900016784668,Men,4
28258,17.99576033251524,Swim,Speedo,29.520000457763672,Men,4
28276,24.282000087201595,Swim,Speedo,38.0,Men,4
27395,31.440500043518842,Swim,Volcom,49.5,Men,4
27413,38.524648258399594,Swim,Volcom,64.94999694824219,Men,4
27414,25.89000012204051,Swim,Volcom,45.0,Men,4
27415,27.41300004720688,Swim,Volcom,49.5,Men,4
27423,26.725000062026083,Swim,Volcom,45.0,Men,4
27424,28.756500060483813,Swim,Volcom,49.5,Men,4
27427,34.93770050997958,Swim,Volcom,59.450000762939446,Men,4
27447,22.580000082403423,Swim,Volcom,35.0,Men,4
27473,31.99965058325828,Swim,Volcom,49.450000762939446,Men,4
27522,34.76000007800758,Swim,Volcom,60.0,Men,4
27531,24.664000118896364,Swim,Volcom,39.5,Men,4
27550,27.86050008777529,Swim,Volcom,49.5,Men,4
27572,32.99500008523464,Swim,Volcom,55.0,Men,4
27575,33.90100012235344,Swim,Volcom,59.5,Men,4
27579,21.170000055478887,Swim,Volcom,35.0,Men,4
27588,29.14850007505156,Swim,Volcom,49.5,Men,4
27626,34.99870058895946,Swim,Volcom,54.950000762939446,Men,4
27629,33.08450016491115,Swim,Volcom,59.5,Men,4
27631,31.710000124573707,Swim,Volcom,55.0,Men,4
27639,38.354060819226376,Swim,Volcom,63.970001220703125,Men,4
27644,29.845000019669534,Swim,Volcom,55.0,Men,4
27651,21.78730053947196,Swim,Volcom,36.950000762939446,Men,4
27693,25.945000030845403,Swim,Volcom,45.0,Men,4
27748,21.739900514689182,Swim,Volcom,34.95000076293945,Men,4
27766,30.691800597336886,Swim,Volcom,54.950000762939446,Men,4
27820,21.787999998033047,Swim,Volcom,33.0,Men,4
27850,34.46200007735752,Swim,Volcom,59.5,Men,4
27871,21.07100002095104,Swim,Volcom,37.0,Men,4
27896,38.92050013653934,Swim,Volcom,59.5,Men,4
27928,36.28780056011379,Swim,Volcom,54.950000762939446,Men,4
27966,25.58000007714145,Swim,Volcom,41.25,Men,4
28050,40.548890903413884,Swim,Volcom,63.970001220703125,Men,4
28071,19.365000045485793,Swim,Volcom,33.0,Men,4
28093,31.898010836919546,Swim,Volcom,48.970001220703125,Men,4
28106,37.54000013768673,Swim,Volcom,60.0,Men,4
28109,34.645000126212835,Swim,Volcom,55.0,Men,4
28201,19.06450001783669,Swim,Volcom,31.5,Men,4
28223,34.56900053033978,Swim,Volcom,54.950000762939446,Men,4
28260,30.85220051917732,Swim,Volcom,54.950000762939446,Men,4
28214,17.3695005033277,Swim,TS Swim,29.950000762939453,Men,4
28224,55.149000274389984,Swim,Borrelli,99.0,Men,4
27417,14.800000075995921,Swim,Kanu Surf,25.0,Men,4
27437,14.800000042002647,Swim,Kanu Surf,25.0,Men,4
27446,14.40000004675239,Swim,Kanu Surf,25.0,Men,4
27458,16.22500006556511,Swim,Kanu Surf,25.0,Men,4
27480,16.850000055879356,Swim,Kanu Surf,25.0,Men,4
27495,15.699999998509885,Swim,Kanu Surf,25.0,Men,4
27576,14.400000032037497,Swim,Kanu Surf,25.0,Men,4
27581,14.750000023841858,Swim,Kanu Surf,25.0,Men,4
27601,14.050000023841857,Swim,Kanu Surf,25.0,Men,4
27617,15.125000043958426,Swim,Kanu Surf,25.0,Men,4
27680,15.525000043958425,Swim,Kanu Surf,25.0,Men,4
27723,15.300000026077033,Swim,Kanu Surf,25.0,Men,4
27727,15.100000042002648,Swim,Kanu Surf,25.0,Men,4
27729,16.425000032782556,Swim,Kanu Surf,25.0,Men,4
27743,14.775000040046873,Swim,Kanu Surf,25.0,Men,4
27787,13.550000056624413,Swim,Kanu Surf,25.0,Men,4
27835,11.693499541334809,Swim,Kanu Surf,21.3799991607666,Men,4
27859,13.775000058114529,Swim,Kanu Surf,25.0,Men,4
27868,11.573039833924769,Swim,Kanu Surf,17.31999969482422,Men,4
27919,13.525000000745058,Swim,Kanu Surf,25.0,Men,4
27941,16.810000049695372,Swim,Kanu Surf,29.0,Men,4
27943,15.925000032782556,Swim,Kanu Surf,25.0,Men,4
27978,15.125000030174851,Swim,Kanu Surf,25.0,Men,4
28038,13.16800003927201,Swim,Kanu Surf,21.0,Men,4
28180,14.400000043213367,Swim,Kanu Surf,25.0,Men,4
27556,11.916820117182858,Swim,Bottoms Out,18.590000152587887,Men,4
27702,19.76350985771209,Swim,Bottoms Out,29.989999771118164,Men,4
27938,14.325000036135316,Swim,Bottoms Out,25.0,Men,4
28118,32.78200007085688,Swim,Fox Outdoor,54.5,Men,4
28129,34.296600908713046,Swim,Lord Daniels,56.060001373291016,Men,4
27606,32.57600007764995,Swim,Tommy Bahama,54.0,Men,4
27672,31.289999982714654,Swim,Tommy Bahama,58.0,Men,4
28119,31.575000073760748,Swim,Tommy Bahama,55.0,Men,4
27686,24.22000005543232,Swim,Sons Of Anarchy,40.0,Men,4
27794,24.160000061988832,Swim,Sons Of Anarchy,40.0,Men,4
27484,19.063809884688407,Swim,Legendary Whitetails,29.989999771118164,Men,4
28112,165.56894447083135,Swim,Zoot,274.989990234375,Men,5
27747,15.100000048428774,Swim,Gotcha,25.0,Men,5
27840,15.250000039488077,Swim,Gotcha,25.0,Men,5
28032,13.675000008940696,Swim,Gotcha,25.0,Men,5
28133,16.10000005885959,Swim,Gotcha,25.0,Men,5
28164,15.00000005885959,Swim,Gotcha,25.0,Men,5
28213,15.800000037252904,Swim,Gotcha,25.0,Men,5
28291,13.475000069290399,Swim,Gotcha,25.0,Men,5
28249,14.894119900048821,Swim,Rainbow,24.989999771118164,Men,5
28259,15.780499607257543,Swim,Rainbow,23.96999931335449,Men,5
27726,28.89434093213439,Swim,Coolibar,49.9900016784668,Men,5
28035,38.65399997532368,Swim,Coolibar,69.0,Men,5
28113,33.63300007209182,Swim,Coolibar,59.0,Men,5
28089,44.46358881423234,Swim,Fishworks,69.98999786376953,Men,5
27975,19.912839548531768,Swim,Guy Harvey,29.8799991607666,Men,5
27987,29.4439510843765,Swim,Guy Harvey,49.9900016784668,Men,5
27992,28.54411106608749,Swim,Guy Harvey,49.9900016784668,Men,5
28121,30.943871116799418,Swim,Guy Harvey,49.9900016784668,Men,5
28029,21.650000023469328,Swim,Victorinox,37.5,Men,5
28244,49.000000093877325,Swim,Victorinox,75.0,Men,5
28295,22.825000052317048,Swim,Victorinox,37.5,Men,5
27393,70.07500004470349,Swim,Parke & Ronen,125.0,Men,5
27394,61.41500018686056,Swim,Parke & Ronen,95.0,Men,5
27402,58.22750015109777,Swim,Parke & Ronen,97.5,Men,5
27713,43.25000012852252,Swim,Parke & Ronen,75.0,Men,5
27815,40.125000115670254,Swim,Parke & Ronen,67.5,Men,5
27885,30.692060240665974,Swim,Parke & Ronen,48.430000305175774,Men,5
27894,54.72800008654594,Swim,Parke & Ronen,88.0,Men,5
27981,59.06500020809472,Swim,Parke & Ronen,95.0,Men,5
28007,67.8250003442168,Swim,Parke & Ronen,105.0,Men,5
28013,86.67500027865171,Swim,Parke & Ronen,137.5,Men,5
28034,44.71625004671514,Swim,Parke & Ronen,71.25,Men,5
28046,44.672500237822526,Swim,Parke & Ronen,71.25,Men,5
28205,53.87119923077821,Swim,Parke & Ronen,85.5999984741211,Men,5
28211,47.23750009974465,Swim,Parke & Ronen,78.75,Men,5
28222,39.07250009980053,Swim,Parke & Ronen,71.25,Men,5
28248,39.075000145845124,Swim,Parke & Ronen,67.5,Men,5
28256,39.68500015288592,Swim,Parke & Ronen,67.5,Men,5
27754,9.365830204984249,Swim,PLATINUM SPORT,14.970000267028809,Men,5
27483,11.335389620118438,Swim,Gary Majdell Sport,18.96999931335449,Men,5
27497,9.991689628334191,Swim,Gary Majdell Sport,16.969999313354492,Men,5
27499,13.107009594162701,Swim,Gary Majdell Sport,21.96999931335449,Men,5
27502,7.0812901491513855,Swim,Gary Majdell Sport,13.970000267028809,Men,5
27508,10.189819611607417,Swim,Gary Majdell Sport,17.969999313354492,Men,5
27515,10.140779622049331,Swim,Gary Majdell Sport,16.969999313354492,Men,5
27519,7.720990174720288,Swim,Gary Majdell Sport,13.970000267028809,Men,5
27521,10.248389618896542,Swim,Gary Majdell Sport,17.969999313354492,Men,5
27532,13.607819616234227,Swim,Gary Majdell Sport,20.96999931335449,Men,5
27539,11.481229624022243,Swim,Gary Majdell Sport,21.96999931335449,Men,5
27540,15.895319664843676,Swim,Gary Majdell Sport,26.96999931335449,Men,5
27547,11.362619583231508,Swim,Gary Majdell Sport,16.969999313354492,Men,5
